game_id,game_name,description,occasion,genre,game_type,age_group,items_needed,difficulty,duration_minutes,min_players,max_players,setup_time_minutes,cleanup_time_minutes,energy_level,venue_type,cultural_origin,rules,variations,safety_considerations,tags_keywords,cost_estimation,facilitator_required,venue_suitability,popularity_rating,customization_options,rental_availability,source_reference,feedback_summary,last_updated,dressing_style,most_popular_area
G441,Eid Expedition II,"A second expedition game where teams traverse a large venue following intricate clues to gather a collection of Eidi gifts.",Eid,Traditional,Scavenger Hunt,All Ages,"Clue cards, tokens, envelopes",Hard,30,4,30,5,4,High,Indoor/Outdoor,North India,"Teams follow a series of advanced clues; the team with the most tokens wins.","Multiple clue layers and bonus puzzles available.","Ensure venue safety and accessibility.","scavenger, complex, festive, eidi",0,No,"Community center",4.8,"Clue complexity customizable",No,"Traditional celebrations","Lucknow"
G442,Ramadan Rejoice,"A celebratory game where individuals share stories of gratitude and resilience during Ramadan, fostering a positive atmosphere.",Eid,Traditional,Storytelling,All Ages,"Story cards, microphone",Easy,20,2,30,5,3,Low,Indoor,North India,"Participants share personal stories; best stories are voted on by peers.","Can be moderated for group discussions.","Ensure a respectful and supportive environment.","storytelling, motivational, cultural, Ramadan",0,No,"Meeting room",4.8,"Story format customizable",No,"Cultural traditions","Delhi"
G443,Eid Evolution II,"A creative art challenge where individuals design digital posters that capture the evolving spirit of Eid, blending tradition with modern art.",Eid,Modern,Creative,Adults (18+),"Digital drawing tablet, software",Medium,30,1,20,5,3,Moderate,Indoor,North India,"Participants create digital posters themed on Eid evolution; judged on aesthetics and message.","Can include collaborative team projects.","Ensure digital tools are functioning safely.","creative, digital, festive, eidi",0,No,"Office digital room",4.9,"Art theme customizable",No,"Modern adaptations","Hyderabad"
G444,Ramadan Rendezvous,"A social game where teams plan a mock community gathering during Ramadan, outlining activities, food, and cultural events.",Eid,Modern,Strategy,Adults (18+),"Scenario cards, whiteboard, markers",Medium,30,3,20,10,4,Moderate,Indoor,North India,"Teams design a comprehensive community event plan; best plan wins.","Can be themed to various cultural elements.","Ensure clarity in presentation.","strategic, collaborative, cultural, Ramadan",0,Yes,"Conference room",4.8,"Plan customizable",No,"Corporate Innovation","Delhi"
G445,Eid Exuberance,"A festive dance and movement game where teams choreograph short routines based on traditional Eid music and beats.",Eid,Traditional,Musical,All Ages,"Music system, dance floor, choreo cards",Medium,25,2,30,5,3,High,Indoor,North India,"Teams perform dance routines inspired by Eid music; judged on energy and coordination.","Can include group and solo rounds.","Ensure safe space and proper floor conditions.","dance, musical, festive, eidi",0,No,"Banquet hall",4.7,"Choreography customizable",No,"Traditional celebrations","Lucknow"
G446,Ramadan Rush III,"A third version of Ramadan Rush with new obstacle challenges and bonus cultural trivia to intensify the race.",Eid,Modern,Relay,All Ages,"Relay batons, challenge cards, tokens",Medium,20,4,30,5,3,High,Indoor/Outdoor,North India,"Teams race with additional obstacles and trivia checkpoints; fastest wins.","Alternate routes and bonus points available.","Ensure obstacles are safe and clearly marked.","relay, challenging, festive, Ramadan",0,No,"Office courtyard",4.8,"Obstacle layout customizable",No,"Modern adaptations","Ahmedabad"
G447,Eidi Enthusiasm,"A cheerful game where individuals perform a short monologue on what Eid means to them, fostering reflection and unity.",Eid,Traditional,Theatrical,All Ages,"Microphone, cue cards",Easy,20,1,20,5,2,Low,Indoor,North India,"Participants deliver a brief monologue; peer voting decides the winner.","Can be done in open mic style.","Ensure a respectful and supportive environment.","theatrical, reflective, fun, eidi",0,No,"Meeting room",4.7,"Performance theme customizable",No,"Traditional celebrations","Delhi"
G448,Ramadan Radiance,"A visual art competition where teams create radiant designs using safe, glowing materials to symbolize the light of Ramadan.",Eid,Modern,Creative,All Ages,"Glow sticks, paints, canvas",Medium,25,2,20,5,3,Moderate,Indoor,North India,"Teams produce luminous artwork; judged on creativity and visual impact.","Can be adapted for digital display.","Ensure glow materials are safe and non-toxic.","artistic, creative, radiant, Ramadan",0,No,"Art studio",4.8,"Art style customizable",No,"Modern adaptations","Hyderabad"
G449,Eid Excellence,"A comprehensive challenge that combines elements of puzzle-solving, creativity, and physical activity to celebrate Eid in all its glory.",Eid,Modern,Hybrid,All Ages,"Mixed props: envelopes, puzzle cards, relay batons",Hard,35,4,30,10,5,High,Indoor/Outdoor,North India,"Teams compete across multiple mini-games; overall highest score wins.","Fully modular challenge rounds available.","Ensure all components are safe and well-coordinated.","hybrid, comprehensive, festive, eidi",0,Yes,"Large community hall",4.9,"Challenge modules customizable",No,"Cultural celebrations","Delhi"
G450,Ramadan Resolution,"A game that encourages personal and team resolutions for the coming year, shared in a fun, interactive format during Ramadan.",Eid,Traditional,Discussion,All Ages,"Resolution cards, microphone, whiteboard",Easy,20,2,30,5,3,Low,Indoor,North India,"Participants share personal resolutions; peer voting and discussion lead to awards.","Can be adapted to include group debates.","Ensure a respectful and supportive setting.","motivational, reflective, cultural, Ramadan",0,No,"Meeting room",4.8,"Discussion format customizable",No,"Traditional practices","Lucknow"
G451,Christmas Carol Challenge,"Christmas Carol Challenge is a festive singing contest where teams perform popular carols with a twist, boosting holiday cheer.",Christmas,Festive,Team,Teens,Adults,"Microphone, sound system, festive props",Medium,25,2,30,10,5,Moderate,Indoor,Pan India,"Teams perform Christmas carols with creative variations; judged on energy and style.","Can include duet and group rounds.","Ensure sound equipment is safely set up.","carols, festive, competitive, joyful",0,No,"Banquet hall",4.7,"Song list customizable",No,"Traditional celebrations","Delhi"
G452,Easter Egg Extravaganza,"Easter Egg Extravaganza is a vibrant scavenger hunt where teams search for decorated eggs hidden throughout the office or community space.",Christmas,Festive,Scavenger Hunt,Teens,Adults,"Decorated eggs, clue cards, baskets",Medium,25,3,30,5,4,High,Indoor/Outdoor,Pan India,"Teams follow clues to collect hidden eggs; the team with the most eggs wins.","Can incorporate bonus puzzles.","Ensure eggs are safely decorated and non-breakable.","easter, scavenger, festive, fun",0,No,"Community center",4.7,"Clue customization available",No,"Traditional celebrations","Mumbai"
G453,Secret Santa Showdown,"Secret Santa Showdown is a gift exchange game where teams guess the identity of the giver based on clues, sparking fun and interaction.",Christmas,Festive,Guessing,Adults (18+),"Gift slips, clues, small gifts",Medium,20,2,20,5,3,Low,Indoor,Pan India,"Participants exchange gifts secretly; clues help reveal identities; points awarded for correct guesses.","Can include multiple rounds and creative clue variations.","Ensure gifts are modest and safely wrapped.","gift exchange, fun, interactive, festive",0,No,"Office common area",4.8,"Clue and gift options customizable",No,"Corporate celebrations","Delhi"
G454,Nativity Quest,"Nativity Quest is a themed treasure hunt where teams search for items symbolizing the nativity story, fostering a reflective festive mood.",Christmas,Traditional,Scavenger Hunt,Adults (18+),"Clue cards, nativity symbols, small tokens",Hard,30,3,20,10,4,Moderate,Indoor,Pan India,"Teams follow clues related to the nativity story; the team with the most symbolic items wins.","Variations include digital clues.","Ensure items are culturally appropriate and safe.","treasure, nativity, reflective, festive",0,No,"Church hall or office",4.7,"Clue themes customizable",No,"Religious texts","Mumbai"
G455,Holiday Harmony,"Holiday Harmony is a group singing and dance challenge where teams perform medleys of festive songs, spreading joy and unity.",Christmas,Festive,Musical,Adults (18+),"Microphone, sound system, choreo cards",Medium,25,2,30,10,5,High,Indoor,Pan India,"Teams perform medleys; judged on harmony and creativity.","Can include themed rounds like 'oldies' vs. 'new hits'.","Ensure safe stage and clear instructions.","musical, festive, unity, fun",0,No,"Auditorium",4.8,"Performance customizable",No,"Traditional celebrations","Delhi"
G456,Yuletide Yodel,"Yuletide Yodel is a fun vocal challenge where individuals or teams yodel festive tunes, combining humor with musical skill.",Christmas,Festive,Musical,Adults (18+),"Microphone, sound system, lyric sheets",Hard,25,2,20,5,5,High,Indoor,Pan India,"Participants perform yodeling segments of festive songs; judged on pitch and creativity.","Can include group duets.","Ensure audio equipment is safe and functioning.","vocal, musical, festive, fun",0,No,"Office lounge",4.7,"Song selection customizable",No,"Traditional celebrations","Mumbai"
G457,Christmas Cheer Chase,"Christmas Cheer Chase is a fast-paced relay race where teams pass a decorated Santa hat while completing festive tasks.",Christmas,Festive,Relay,Adults (18+),"Santa hat, festive props, relay batons",Medium,15,4,20,5,3,High,Indoor/Outdoor,Pan India,"Teams race while passing a Santa hat; tasks at each relay station add bonus points.","Can include obstacle variations.","Ensure props are safe and course is clear.","relay, festive, competitive, cheerful",0,No,"Office courtyard",4.7,"Course layout customizable",No,"Corporate traditions","Delhi"
G458,Santa's Sleigh Relay,"Santa's Sleigh Relay challenges teams to assemble a makeshift sleigh from office supplies and race it across a set distance.",Christmas,Festive,Relay,Adults (18+),"Office supplies, tape, markers",Medium,20,4,20,5,3,High,Indoor/Outdoor,Pan India,"Teams construct and race a sleigh; fastest sleigh wins.","Variations include decoration and speed rounds.","Ensure materials are safe and course is free of obstacles.","creative, relay, festive, fun",0,No,"Office hall",4.8,"Sleigh design customizable",No,"Corporate events","Mumbai"
G459,Festive Fable Frenzy,"Festive Fable Frenzy is a storytelling contest where teams create short skits based on classic Christmas fables with a humorous twist.",Christmas,Traditional,Theatrical,Adults (18+),"Script cards, simple props, microphone",Hard,30,2,30,10,4,Moderate,Indoor,Pan India,"Teams perform skits; judged on creativity, humor, and fidelity to the fable.","Can be adapted for digital recording.","Ensure scripts are appropriate and rehearsed.","theatrical, fun, creative, festive",0,Yes,"Auditorium",4.7,"Script theme customizable",No,"Religious texts","Delhi"
G460,Jingle Bell Jump,"Jingle Bell Jump is a physical game where participants jump over hurdles decorated with jingle bells, combining fun and fitness.",Christmas,Festive,Sprint,Adults (18+),"Jingle bells, hurdles, markers",Medium,10,4,20,3,2,High,Outdoor,Pan India,"Participants jump over hurdles while bells ring; scored on speed and style.","Can be played individually or in teams.","Ensure hurdles are safe and area is clear.","sprint, fun, competitive, festive",0,No,"Office lawn",4.6,"Hurdle height adjustable",No,"Corporate challenges","Mumbai"
G461,Christmas Cookie Relay,"A fun relay race where teams pass a plate of cookies without dropping them, celebrating the sweetness of Christmas.",Christmas,Festive,Relay,Adults (18+),"Cookie plates, relay batons",Medium,15,4,20,5,3,High,Indoor/Outdoor,Pan India,"Teams race while carefully passing a plate of cookies; no drops allowed.","Can include creative decorating challenges.","Ensure cookies are securely placed and area is safe.","relay, fun, festive, culinary",0,No,"Office break room",4.7,"Plate design customizable",No,"Traditional celebrations","Delhi"
G462,Noel Knockout,"Noel Knockout is a rapid-fire quiz game focused on Christmas trivia, where teams compete to answer questions correctly under time pressure.",Christmas,Festive,Quiz,Adults (18+),"Quiz cards, buzzer, scoreboard",Hard,30,3,20,5,3,Low,Indoor,Pan India,"Teams answer Christmas-themed questions; fastest answers earn points.","Rounds can include bonus and lightning rounds.","Ensure questions are fair and fun.","trivia, competitive, festive, Noel",0,No,"Conference room",4.8,"Question bank customizable",No,"Traditional celebrations","Mumbai"
G463,Holiday Hoopla,"Holiday Hoopla is a dynamic team game where participants toss festive rings onto targets decorated with seasonal motifs.",Christmas,Festive,Team,Adults (18+),"Festive rings, target boards",Medium,15,4,20,5,3,High,Indoor/Outdoor,Pan India,"Teams toss rings onto targets; points for accuracy and style.","Variations include timed rounds.","Ensure rings are soft and targets securely fixed.","ring toss, festive, competitive, fun",0,No,"Office common area",4.7,"Target setup customizable",No,"Corporate events","Delhi"
G464,Christmas Conundrum,"Christmas Conundrum is a puzzle-solving game where teams work together to solve riddles based on holiday traditions and lore.",Christmas,Festive,Puzzle,Adults (18+),"Puzzle cards, whiteboard, timer",Hard,30,3,20,10,4,Moderate,Indoor,Pan India,"Teams solve Christmas-themed puzzles; highest cumulative score wins.","Can include multiple puzzle types.","Ensure puzzles are clear and safe.","puzzle, challenging, festive, creative",0,No,"Meeting room",4.8,"Puzzle rounds customizable",No,"Traditional celebrations","Mumbai"
G465,Festive Fun Fair,"Festive Fun Fair is an all-in-one carnival game with mini-challenges like ring toss, bean bag toss, and trivia, celebrating the holiday spirit.",Christmas,Festive,Multi-Challenge,Adults (18+),"Carnival props, tickets, buzzer",Medium,30,3,30,10,4,High,Indoor/Outdoor,Pan India,"Teams or individuals complete a series of mini-games; total points decide the winner.","Challenges can be rotated.","Ensure all props are safe and areas are marked.","carnival, multi-game, festive, fun",0,Yes,"Banquet hall",4.8,"Challenge modules customizable",No,"Corporate events","Delhi"
G466,Santa's Workshop Race,"Santa's Workshop Race is a relay game where teams assemble simple toy models from provided parts, simulating Santa’s busy workshop.",Christmas,Festive,Relay,Adults (18+),"Toy parts, assembly instructions, relay batons",Medium,20,4,20,5,3,High,Indoor,Pan India,"Teams race to assemble toy models; fastest, most accurate assembly wins.","Can include design modifications.","Ensure parts are safe and assembly areas are clear.","relay, creative, festive, fun",0,No,"Office workshop",4.7,"Assembly guidelines customizable",No,"Traditional celebrations","Mumbai"
G467,Christmas Carol Relay,"A musical relay where teams pass a festive note and sing the next line of a carol. Points are awarded for synchronization and creativity.",Christmas,Festive,Relay,Adults (18+),"Microphone, lyric cards, relay batons",Medium,25,4,30,5,3,Moderate,Indoor,Pan India,"Each team member sings a line of a carol before passing the baton; best overall performance wins.","Can include duet rounds.","Ensure a clear, safe performance area.","musical, relay, festive, carol",0,No,"Office auditorium",4.8,"Song arrangement customizable",No,"Traditional celebrations","Delhi"
G468,Holiday Huddle,"Holiday Huddle is a group activity where employees gather in a circle to share positive holiday memories and exchange small gifts.",Christmas,Festive,Group,Adults (18+),"Gift slips, small gifts, timer",Easy,20,3,30,5,3,Low,Indoor,Pan India,"Participants share holiday memories; peer voting determines winners.","Can be done anonymously.","Ensure a supportive and respectful atmosphere.","motivational, fun, festive, exchange",0,No,"Meeting room",4.7,"Theme customizable",No,"Corporate Culture","Mumbai"
G469,Merry Mixer,"Merry Mixer is a fast-paced networking game where participants rotate in a circle, sharing fun holiday facts and jokes to break the ice.",Christmas,Festive,Networking,Adults (18+),"Timer, conversation cards",Easy,15,2,30,5,2,Low,Indoor,Pan India,"Participants rotate quickly sharing holiday fun facts; scores based on creativity.","Digital rotations can be used.","Ensure a spacious, comfortable area.","networking, fun, interactive, festive",0,No,"Office common area",4.8,"Rotation intervals customizable",No,"Corporate Culture","Delhi"
G470,Yule Tide Trivia,"Yule Tide Trivia is a festive quiz game featuring questions on Christmas history, pop culture, and fun office facts to engage teams.",Christmas,Festive,Quiz,Adults (18+),"Quiz cards, buzzer, scoreboard",Hard,30,3,20,5,3,Low,Indoor,Pan India,"Teams answer holiday-themed trivia questions; highest score wins.","Rounds can have bonus rounds.","Ensure questions are balanced and fun.","trivia, competitive, festive, yule",0,No,"Conference room",4.8,"Question bank customizable",No,"Traditional celebrations","Mumbai"
G471,Angelic Anthem Challenge,"Angelic Anthem Challenge is a singing contest where teams perform angelic hymns or carols, inspiring a serene festive atmosphere.",Christmas,Traditional,Musical,Adults (18+),"Microphone, sound system, lyric sheets",Hard,30,2,20,5,5,Low,Indoor,Pan India,"Teams perform angelic hymns; judged on vocal clarity and emotional delivery.","Can include solo and group rounds.","Ensure audio equipment is safe and respectful.","musical, hymn, festive, angelic",0,No,"Auditorium",4.8,"Song choice customizable",No,"Religious traditions","Delhi"
G472,Christmas Caper,"Christmas Caper is a mystery-themed game where teams solve clues related to holiday legends to uncover a hidden 'gift' mystery.",Christmas,Festive,Puzzle,Adults (18+),"Clue cards, tokens, timer",Hard,30,3,20,10,4,Moderate,Indoor,Pan India,"Teams solve a holiday mystery by following clues; the team that solves it first wins.","Digital clues can enhance the challenge.","Ensure clues are clear and safely placed.","mystery, puzzle, festive, fun",0,No,"Conference hall",4.7,"Clue customization available",No,"Traditional celebrations","Mumbai"
G473,Winter Wonderland Walk,"Winter Wonderland Walk is a scavenger hunt through a festively decorated area where teams search for hidden holiday icons.",Christmas,Festive,Scavenger Hunt,Adults (18+),"Holiday icons, clue cards, baskets",Medium,25,3,30,5,4,High,Indoor/Outdoor,Pan India,"Teams explore a decorated area to collect holiday icons; most icons wins.","Can include photo challenges.","Ensure paths are clear and safe.","scavenger, festive, fun, winter",0,No,"Office lobby or outdoor park",4.7,"Icon set customizable",No,"Traditional celebrations","Delhi"
G474,Reindeer Relay,"Reindeer Relay is a fun, physical relay where teams pass a plush reindeer toy along a set course, celebrating the playful spirit of Christmas.",Christmas,Festive,Relay,Adults (18+),"Plush reindeer, relay batons",Medium,15,4,20,5,3,High,Indoor/Outdoor,Pan India,"Teams race while passing a plush reindeer; fastest team wins.","Variants include obstacle rounds.","Ensure toy is safe and course is clear.","relay, fun, festive, reindeer",0,No,"Office courtyard",4.6,"Course layout customizable",No,"Corporate celebrations","Mumbai"
G475,Holiday Harmony Hurdles,"Holiday Harmony Hurdles is a relay race with hurdles decorated in festive colors, encouraging both physical activity and cheer.",Christmas,Festive,Relay,Adults (18+),"Hurdles, festive markers",Medium,15,4,20,5,3,High,Outdoor,Pan India,"Teams race over festive hurdles; points awarded for speed and style.","Can include team and individual modes.","Ensure hurdles are padded and safe.","relay, festive, athletic, fun",0,No,"Outdoor field",4.7,"Hurdle height adjustable",No,"Traditional celebrations","Delhi"
G476,Santa's Secret Santa,"Santa's Secret Santa is a mystery gift exchange game where employees guess the identity of the giver based on clever clues.",Christmas,Festive,Guessing,Adults (18+),"Gift slips, small presents, clue cards",Medium,20,2,20,5,3,Low,Indoor,Pan India,"Participants exchange secret gifts; clues help reveal the giver; correct guesses earn points.","Multiple rounds and hints available.","Ensure gifts are modest and wrapped safely.","gift exchange, mystery, festive, Santa",0,No,"Office common area",4.8,"Clue customization available",No,"Traditional celebrations","Mumbai"
G477,Festive Flash,"Festive Flash is a rapid-fire quiz and movement game that tests knowledge of holiday traditions while encouraging quick physical responses.",Christmas,Festive,Hybrid,Adults (18+),"Quiz cards, buzzer, relay batons",Hard,25,3,20,5,3,High,Indoor,Pan India,"Teams answer rapid-fire holiday questions interspersed with short sprints; fastest wins.","Rounds can be varied by category.","Ensure clear instructions and safe movement areas.","hybrid, competitive, festive, fast",0,No,"Conference room",4.7,"Round structure customizable",No,"Corporate events","Delhi"
G478,Christmas Clue Chase,"Christmas Clue Chase is a treasure hunt where teams follow clues related to holiday traditions to locate hidden festive items.",Christmas,Festive,Scavenger Hunt,Adults (18+),"Clue cards, tokens, baskets",Medium,25,3,30,5,4,High,Indoor/Outdoor,Pan India,"Teams follow holiday-themed clues; the team with the most items wins.","Can incorporate digital clues.","Ensure clues are placed safely.","scavenger, fun, festive, interactive",0,No,"Office building",4.8,"Clue set customizable",No,"Traditional celebrations","Mumbai"
G479,Holiday Hustle,"Holiday Hustle is a fun, energetic relay where teams complete short challenges themed around Christmas and Easter, boosting holiday spirit.",Christmas,Festive,Relay,Adults (18+),"Relay batons, challenge cards, festive props",Medium,20,4,30,5,3,High,Indoor/Outdoor,Pan India,"Teams complete a series of holiday-themed challenges; cumulative score wins.","Can include speed and creative rounds.","Ensure all materials are safe.","relay, energetic, festive, fun",0,No,"Office common area",4.7,"Challenge rounds customizable",No,"Corporate events","Delhi"
G480,Jolly Jigsaw,"Jolly Jigsaw is a collaborative puzzle-solving game where teams complete a large jigsaw featuring a festive holiday scene.",Christmas,Festive,Puzzle,Adults (18+),"Jigsaw puzzle, table, timer",Medium,30,2,20,10,4,Moderate,Indoor,Pan India,"Teams work together to complete a festive jigsaw puzzle; fastest time wins.","Puzzle themes can be changed periodically.","Ensure puzzle pieces are safe and table is stable.","puzzle, collaborative, festive, fun",0,No,"Conference room",4.8,"Puzzle design customizable",No,"Corporate Culture","Mumbai"
G481,Caroling Contest,"Caroling Contest invites teams to perform renditions of classic Christmas carols, judged on vocal quality and performance.",Christmas,Festive,Musical,Adults (18+),"Microphone, sound system, lyric sheets",Hard,30,2,20,5,5,High,Indoor,Pan India,"Teams perform caroling; judged on pitch, creativity, and stage presence.","Can include solo and duet rounds.","Ensure proper sound equipment and a safe performance area.","musical, competitive, festive, caroling",0,No,"Auditorium",4.8,"Performance criteria customizable",No,"Traditional celebrations","Delhi"
G482,Christmas Charades,"Christmas Charades is a twist on the classic charades game where all prompts are related to holiday movies, songs, and traditions.",Christmas,Festive,Team,Adults (18+),"Charade cards",Easy,20,3,20,5,3,High,Indoor,Pan India,"Teams act out holiday-related prompts; points for correct guesses.","Themes can be updated regularly.","Ensure a spacious area for acting.","charades, fun, festive, interactive",0,No,"Meeting room",4.7,"Prompt themes customizable",No,"Corporate Culture","Mumbai"
G483,Mistletoe Madness,"Mistletoe Madness is a fun icebreaker where participants share compliments under a designated mistletoe area, fostering a positive work culture.",Christmas,Festive,Group,Adults (18+),"Mistletoe, compliment cards",Easy,15,3,30,3,2,Low,Indoor,Pan India,"Participants gather under mistletoe and share compliments; group votes for the best compliment.","Can be played in small groups or as one large circle.","Ensure mistletoe is securely hung and safe.","compliments, fun, festive, interactive",0,No,"Office lounge",4.8,"Compliment style customizable",No,"Traditional celebrations","Delhi"
G484,Yuletide Yarn,"Yuletide Yarn is a storytelling game where participants craft short holiday-themed tales that blend humor with warmth.",Christmas,Festive,Storytelling,Adults (18+),"Story cards, timer, microphone",Medium,25,2,30,5,3,Low,Indoor,Pan India,"Participants create and share short holiday stories; voted on by peers.","Themes can be varied (funny, inspirational).","Ensure stories are respectful and engaging.","storytelling, creative, festive, yuletide",0,No,"Break room",4.7,"Story format customizable",No,"Corporate Culture","Mumbai"
G485,Santa's Smile,"Santa's Smile is a quick game where individuals draw smiley faces on festive cards to pass secret compliments to colleagues anonymously.",Christmas,Festive,Creative,Adults (18+),"Festive cards, markers, envelope",Easy,15,1,20,5,2,Low,Indoor,Pan India,"Each participant draws a smiley face and writes a compliment; collected and shared anonymously.","Can be done as a continuous exchange.","Ensure markers and cards are safe.","creative, fun, interactive, festive",0,No,"Office break room",4.8,"Card design customizable",No,"Corporate Culture","Delhi"
G486,Frosty Fling,"Frosty Fling is a fun office game where teams toss soft, snowball-like objects into buckets decorated with holiday motifs, simulating a winter wonderland.",Christmas,Festive,Sport,Adults (18+),"Soft balls, decorated buckets",Medium,15,2,20,5,3,High,Indoor/Outdoor,Pan India,"Teams compete to toss the most soft balls into a bucket; accuracy wins.","Can include timed rounds.","Ensure balls are soft and buckets stable.","toss, fun, competitive, festive",0,No,"Office courtyard",4.7,"Target customization available",No,"Traditional celebrations","Mumbai"
G487,Noel Networking,"Noel Networking is a structured speed networking game where employees share holiday fun facts to build connections during festive breaks.",Christmas,Festive,Networking,Adults (18+),"Timer, conversation cards",Easy,15,2,30,5,2,Low,Indoor,Pan India,"Participants rotate in quick rounds sharing holiday fun facts; best connections earn prizes.","Can use digital timers for rotation.","Ensure a spacious, comfortable setting.","networking, fun, interactive, festive",0,No,"Office common area",4.8,"Conversation topics customizable",No,"Corporate Culture","Delhi"
G488,Christmas Cup Challenge,"Christmas Cup Challenge is a fun, office-based game where individuals toss a festive ball into a decorated cup, testing precision and fun.",Christmas,Festive,Sport,Adults (18+),"Festive cups, soft ball",Easy,10,1,10,3,2,High,Indoor,Pan India,"Participants aim to toss the ball into a cup from a distance; closest wins.","Can be played in individual or team modes.","Ensure cups are secure and ball is soft.","toss, fun, festive, competitive",0,No,"Office break area",4.6,"Distance adjustable",No,"Corporate Culture","Mumbai"
G489,Holiday Hopscotch,"Holiday Hopscotch is a creative twist on the classic game, with holiday-themed squares that encourage fun movement and teamwork.",Christmas,Festive,Group,Adults (18+),"Chalk, markers, small beanbags",Easy,15,3,30,3,2,Moderate,Outdoor,Pan India,"Draw a hopscotch grid with holiday symbols; players hop through without stepping on lines.","Variations include team relay formats.","Ensure outdoor surface is safe and non-slippery.","hopscotch, fun, festive, interactive",0,No,"Sidewalk or office courtyard",4.7,"Grid design customizable",No,"Traditional celebrations","Delhi"
G490,Santa's Scavenger,"Santa's Scavenger is a festive treasure hunt where teams search for hidden Christmas items around the office, sparking excitement and collaboration.",Christmas,Festive,Scavenger Hunt,Adults (18+),"Clue cards, festive items, baskets",Medium,25,3,30,5,4,High,Indoor/Outdoor,Pan India,"Teams follow holiday clues to collect hidden items; highest total wins.","Digital clues may be integrated.","Ensure items are safe and accessible.","scavenger, festive, competitive, fun",0,No,"Office common area",4.8,"Clue customization available",No,"Traditional celebrations","Mumbai"
G491,Winter Wordplay,"Winter Wordplay is a fast-paced word game where employees create clever puns and slogans based on winter and Christmas themes.",Christmas,Festive,Creative,Adults (18+),"Word cards, timer, whiteboard",Easy,15,1,20,5,2,Low,Indoor,Pan India,"Participants craft witty holiday slogans; voted on for humor and creativity.","Themes can be updated weekly.","Ensure language is respectful and fun.","wordplay, creative, festive, fun",0,No,"Office break room",4.7,"Theme customizable",No,"Corporate Culture","Delhi"
G492,Christmas Creative Clash,"Christmas Creative Clash challenges teams to design and present a festive advertisement for a fictional holiday product, promoting creativity.",Christmas,Festive,Creative,Adults (18+),"Whiteboard, markers, digital presentation",Hard,30,2,20,10,5,Moderate,Indoor,Pan India,"Teams create a festive ad campaign; judged on creativity and presentation.","Can be themed by product type.","Ensure materials and digital tools are safe.","creative, advertising, festive, competitive",0,Yes,"Conference room",4.8,"Presentation format customizable",No,"Corporate Innovation","Mumbai"
G493,Jingle Jam,"Jingle Jam is a rhythmic competition where teams perform a synchronized dance to a medley of Christmas tunes, boosting holiday energy.",Christmas,Festive,Musical,Adults (18+),"Music system, choreo cards",Hard,25,2,20,5,5,High,Indoor,Pan India,"Teams perform a dance medley; judged on synchronization and energy.","Can include group and solo rounds.","Ensure proper stage and audio setup.","dance, musical, festive, competitive",0,No,"Auditorium",4.8,"Choreography customizable",No,"Traditional celebrations","Delhi"
G494,Festive Fiesta,"Festive Fiesta is an all-in-one celebration game that combines elements of trivia, physical challenges, and creative expression to capture the holiday spirit.",Christmas,Festive,Multi-Challenge,Adults (18+),"Mixed festive props, timer, challenge cards",Hard,35,3,30,10,5,High,Indoor/Outdoor,Pan India,"Teams cycle through multiple mini-games themed on Christmas; cumulative score wins.","Fully modular; rounds are customizable.","Ensure all game setups are safe and supervised.","comprehensive, festive, challenging, fun",0,Yes,"Large banquet hall",4.9,"Module customizable",No,"Corporate Culture","Mumbai"
G495,Holiday Hype,"Holiday Hype is a quick, high-energy game where teams perform a series of rapid challenges based on holiday themes to earn points.",Christmas,Festive,Relay,Adults (18+),"Relay batons, challenge cards, festive props",Medium,20,4,30,5,3,High,Indoor,Pan India,"Teams complete rapid-fire holiday challenges; cumulative score wins.","Rounds can vary in type.","Ensure a safe play area and clear instructions.","relay, fast, festive, competitive",0,No,"Office common area",4.7,"Challenge rounds adjustable",No,"Corporate Culture","Delhi"
G496,Christmas Cone Challenge,"Christmas Cone Challenge is a creative stacking game where employees build the tallest tower using decorated cones, symbolizing holiday spirit.",Christmas,Festive,Creative,Adults (18+),"Decorative cones, markers, timer",Medium,20,1,15,5,3,Moderate,Indoor,Pan India,"Participants stack cones; highest stable tower wins.","Can include design and color challenges.","Ensure cones are stable and safe.","creative, stacking, festive, competitive",0,No,"Office break room",4.7,"Stack design customizable",No,"Traditional celebrations","Mumbai"
G497,Merry Musical Chairs,"Merry Musical Chairs is a classic game of musical chairs with a festive twist—using holiday music and decorated chairs.",Christmas,Festive,Sport,Adults (18+),"Chairs, music system, festive decorations",Easy,15,3,50,3,2,High,Indoor,Pan India,"Players circle around chairs; when the music stops, the last seated is out.","Variations include themed rounds.","Ensure chairs are safely arranged.","musical, fun, festive, competitive",0,No,"Office hall",4.8,"Chair arrangement customizable",No,"Traditional celebrations","Delhi"
G498,Yuletide Unity,"Yuletide Unity is a cooperative game where teams create a giant holiday collage from provided materials, emphasizing togetherness and creativity.",Christmas,Festive,Creative,Adults (18+),"Magazines, scissors, glue, large paper",Medium,30,2,30,10,4,Low,Indoor,Pan India,"Teams work together to form a holiday collage; judged on creativity and unity.","Digital and physical versions available.","Ensure materials are non-toxic and workspace is safe.","collaborative, creative, festive, unity",0,Yes,"Conference room",4.8,"Collage theme customizable",No,"Corporate Culture","Mumbai"
